Location,Date,Temperature,Humidity
Mumbai,2021-05-02 10:30:09.263705,30.8,92.9
Mumbai,2021-05-02 10:30:11.521459,30.8,92.9
Mumbai,2021-05-02 10:30:13.779222,30.8,92.9
Mumbai,2021-05-02 10:30:16.036984,30.8,92.9
Mumbai,2021-05-02 10:30:18.296254,30.8,92.9
Mumbai,2021-05-02 10:30:20.555205,30.8,92.9
Mumbai,2021-05-02 10:30:22.814418,30.8,92.9
Mumbai,2021-05-02 10:30:25.073626,30.8,92.9
Mumbai,2021-05-02 10:30:27.332847,30.8,92.9
Mumbai,2021-05-02 10:30:29.592020,30.8,92.9
Mumbai,2021-05-02 10:30:31.851276,30.8,92.8
Mumbai,2021-05-02 10:30:34.110514,30.8,92.8
Mumbai,2021-05-02 10:30:36.369721,30.8,92.8
Mumbai,2021-05-02 10:30:38.628955,30.8,92.8
Mumbai,2021-05-02 10:30:40.887926,30.8,92.8
Mumbai,2021-05-02 10:30:43.147172,30.8,92.8
Mumbai,2021-05-02 10:30:45.406384,30.8,92.8
Mumbai,2021-05-02 10:30:47.665580,30.8,92.8
Mumbai,2021-05-02 10:30:49.925367,30.8,92.8
Mumbai,2021-05-02 10:30:52.184659,30.8,92.8
Mumbai,2021-05-02 10:30:54.443943,30.8,92.8
Mumbai,2021-05-02 10:30:56.703166,30.8,92.8
Mumbai,2021-05-02 10:30:58.962483,30.8,92.8
Mumbai,2021-05-02 10:31:01.221848,30.8,92.8
Mumbai,2021-05-02 10:31:03.480958,30.8,92.9
Mumbai,2021-05-02 10:31:05.740171,30.8,92.9
Mumbai,2021-05-02 10:31:07.999494,30.8,92.9
Mumbai,2021-05-02 10:31:10.258787,30.8,92.9
Mumbai,2021-05-02 10:31:12.518084,30.8,92.9
Mumbai,2021-05-02 10:31:14.777314,30.8,92.9
Mumbai,2021-05-02 10:31:17.036300,30.8,92.9
Mumbai,2021-05-02 10:31:19.295602,30.8,92.9
Mumbai,2021-05-02 10:31:21.554855,30.8,92.8
Mumbai,2021-05-02 10:31:23.814125,30.8,92.9
Mumbai,2021-05-02 10:31:26.073464,30.8,92.8
Mumbai,2021-05-02 10:31:28.332741,30.8,92.9
Mumbai,2021-05-02 10:31:30.592015,30.8,92.9
Mumbai,2021-05-02 10:31:32.851053,30.8,92.9
Mumbai,2021-05-02 10:31:35.110284,30.8,92.9
Mumbai,2021-05-02 10:31:37.369579,30.8,92.9
Mumbai,2021-05-02 10:31:39.628881,30.8,92.9
Mumbai,2021-05-02 10:31:41.888163,30.8,92.9
Mumbai,2021-05-02 10:31:44.147387,30.8,92.9
Mumbai,2021-05-02 10:31:46.406599,30.8,92.9
Mumbai,2021-05-02 10:31:48.665825,30.8,92.9
Mumbai,2021-05-02 10:31:50.925063,30.8,92.9
Mumbai,2021-05-02 10:31:53.184306,30.8,92.9
Mumbai,2021-05-02 10:31:55.443517,30.8,92.9
Mumbai,2021-05-02 10:31:57.702739,30.8,92.9
Mumbai,2021-05-02 10:31:59.961934,30.8,92.9
Mumbai,2021-05-02 10:32:02.221177,30.8,92.8
Mumbai,2021-05-02 10:32:04.480399,30.8,92.8
Mumbai,2021-05-02 10:32:06.739659,30.8,92.8
Mumbai,2021-05-02 10:32:08.998610,30.8,92.8
Mumbai,2021-05-02 10:32:11.257827,30.9,92.9
Mumbai,2021-05-02 10:32:13.517035,30.8,92.8
Mumbai,2021-05-02 10:32:15.776294,30.8,92.8
Mumbai,2021-05-02 10:32:18.035527,30.8,92.8
Mumbai,2021-05-02 10:32:20.294771,30.8,92.8
Mumbai,2021-05-02 10:32:22.553979,30.8,92.8
Mumbai,2021-05-02 10:32:24.813191,30.8,92.8
Mumbai,2021-05-02 10:32:27.072462,30.9,92.8
Mumbai,2021-05-02 10:32:29.331717,30.8,92.8
Mumbai,2021-05-02 10:32:31.590940,30.8,92.8
Mumbai,2021-05-02 10:32:33.850194,30.9,92.8
Mumbai,2021-05-02 10:32:36.109418,30.8,92.8
Mumbai,2021-05-02 10:32:38.368723,30.8,92.8
Mumbai,2021-05-02 10:32:40.628026,30.8,92.8
Mumbai,2021-05-02 10:32:42.887338,30.8,92.8
Mumbai,2021-05-02 10:32:45.146529,30.8,92.8
Mumbai,2021-05-02 10:32:47.405783,30.8,92.8
Mumbai,2021-05-02 10:32:49.665067,30.8,92.8
Mumbai,2021-05-02 10:32:51.924338,30.8,92.8
Mumbai,2021-05-02 10:32:54.183600,30.9,92.8
Mumbai,2021-05-02 10:32:56.442887,30.8,92.8
Mumbai,2021-05-02 10:32:58.702154,30.9,92.8
Mumbai,2021-05-02 10:33:00.961475,30.8,92.7
Mumbai,2021-05-02 10:33:03.220818,30.8,92.7
Mumbai,2021-05-02 10:33:05.480059,30.8,92.7
Mumbai,2021-05-02 10:33:07.739327,30.9,92.8
Mumbai,2021-05-02 10:33:09.998578,30.8,92.7
Mumbai,2021-05-02 10:33:12.257856,30.8,92.7
Mumbai,2021-05-02 10:33:14.516815,30.8,92.7
Mumbai,2021-05-02 10:33:16.776057,30.8,92.7
Mumbai,2021-05-02 10:33:19.035334,30.8,92.7
Mumbai,2021-05-02 10:33:21.294608,30.8,92.7
Mumbai,2021-05-02 10:33:23.553802,30.9,92.7
Mumbai,2021-05-02 10:33:25.813093,30.8,92.7
Mumbai,2021-05-02 10:33:28.072369,30.8,92.7
Mumbai,2021-05-02 10:33:30.331566,30.8,92.7
Mumbai,2021-05-02 10:33:32.590857,30.8,92.7
Mumbai,2021-05-02 10:33:34.850112,30.9,92.7
Mumbai,2021-05-02 10:33:37.109319,30.9,92.7
Mumbai,2021-05-02 10:33:39.368497,30.9,92.7
Mumbai,2021-05-02 10:33:41.627734,30.9,92.7
Mumbai,2021-05-02 10:33:43.887004,30.9,92.7
Mumbai,2021-05-02 10:33:46.146298,30.9,92.7
Mumbai,2021-05-02 10:33:48.405529,30.9,92.7
Mumbai,2021-05-02 10:33:50.664780,30.9,92.7
Mumbai,2021-05-02 10:33:52.923970,30.9,92.7
Mumbai,2021-05-02 10:33:55.183057,30.9,92.7
Mumbai,2021-05-02 10:33:57.442260,30.9,92.7
Mumbai,2021-05-02 10:33:59.701510,30.9,92.7
Mumbai,2021-05-02 10:34:01.960719,30.9,92.7
Mumbai,2021-05-02 10:34:04.219979,30.9,92.7
Mumbai,2021-05-02 10:34:06.479238,30.9,92.7
Mumbai,2021-05-02 10:34:08.738437,30.9,92.7
Mumbai,2021-05-02 10:34:10.997672,30.9,92.7
Mumbai,2021-05-02 10:34:13.256909,30.9,92.7
Mumbai,2021-05-02 10:34:15.515930,30.9,92.7
Mumbai,2021-05-02 10:34:17.775193,30.9,92.7
Mumbai,2021-05-02 10:34:20.034248,30.9,92.7
Mumbai,2021-05-02 10:34:22.293466,30.9,92.7
Mumbai,2021-05-02 10:34:24.552752,30.9,92.7
Mumbai,2021-05-02 10:34:26.811951,30.9,92.7
Mumbai,2021-05-02 10:34:29.071251,30.9,92.7
Mumbai,2021-05-02 10:34:31.330520,30.9,92.7
Mumbai,2021-05-02 10:34:33.589795,30.9,92.7
Mumbai,2021-05-02 10:34:35.849025,30.9,92.7
Mumbai,2021-05-02 10:34:38.108289,30.9,92.7
Mumbai,2021-05-02 10:34:40.367497,30.9,92.7
Mumbai,2021-05-02 10:34:42.626783,30.9,92.6
Mumbai,2021-05-02 10:34:44.885651,30.9,92.6
Mumbai,2021-05-02 10:34:47.144905,30.9,92.6
Mumbai,2021-05-02 10:34:49.404211,30.9,92.6
Mumbai,2021-05-02 10:34:51.663299,30.9,92.6
Mumbai,2021-05-02 10:34:53.922546,30.9,92.7
Mumbai,2021-05-02 10:34:56.181823,30.9,92.7
Mumbai,2021-05-02 10:34:58.441073,30.9,92.7
Mumbai,2021-05-02 10:35:00.700302,30.9,92.6
Mumbai,2021-05-02 10:35:02.959558,30.9,92.6
Mumbai,2021-05-02 10:35:05.218844,30.9,92.6
Mumbai,2021-05-02 10:35:07.477816,30.9,92.6
Mumbai,2021-05-02 10:35:09.737040,30.9,92.6
Mumbai,2021-05-02 10:35:11.996328,30.9,92.6
Mumbai,2021-05-02 10:35:14.255549,30.9,92.6
Mumbai,2021-05-02 10:35:16.514803,30.9,92.6
Mumbai,2021-05-02 10:35:18.774066,30.9,92.6
Mumbai,2021-05-02 10:35:21.033310,30.9,92.6
Mumbai,2021-05-02 10:35:23.292603,30.9,92.6
Mumbai,2021-05-02 10:35:25.551694,30.9,92.6
Mumbai,2021-05-02 10:35:27.810967,30.9,92.6
Mumbai,2021-05-02 10:35:30.070168,30.9,92.6
Mumbai,2021-05-02 10:35:32.329475,30.9,92.6
Mumbai,2021-05-02 10:35:34.588713,30.9,92.6
Mumbai,2021-05-02 10:35:36.847912,30.9,92.6
Mumbai,2021-05-02 10:35:39.107158,30.9,92.6
Mumbai,2021-05-02 10:35:41.366391,30.9,92.6
Mumbai,2021-05-02 10:35:43.625615,30.9,92.6
Mumbai,2021-05-02 10:35:45.884899,30.9,92.6
Mumbai,2021-05-02 10:35:48.144211,30.9,92.6
Mumbai,2021-05-02 10:35:50.403420,30.9,92.6
Mumbai,2021-05-02 10:35:52.662671,30.9,92.6
Mumbai,2021-05-02 10:35:54.921906,30.9,92.6
Mumbai,2021-05-02 10:35:57.181211,30.9,92.6
Mumbai,2021-05-02 10:35:59.440446,30.9,92.6
Mumbai,2021-05-02 10:36:01.699719,30.9,92.6
Mumbai,2021-05-02 10:36:03.958962,30.9,92.6
Mumbai,2021-05-02 10:36:06.218261,30.9,92.6
Mumbai,2021-05-02 10:36:08.477582,30.9,92.6
Mumbai,2021-05-02 10:36:10.736829,30.9,92.6
Mumbai,2021-05-02 10:36:12.996109,30.9,92.5
Mumbai,2021-05-02 10:36:15.255344,30.9,92.6
Mumbai,2021-05-02 10:36:17.514573,30.9,92.5
Mumbai,2021-05-02 10:36:19.773813,30.9,92.5
Mumbai,2021-05-02 10:36:22.033133,30.9,92.5
Mumbai,2021-05-02 10:36:24.292387,30.9,92.5
Mumbai,2021-05-02 10:36:26.551543,30.9,92.5
Mumbai,2021-05-02 10:36:28.810839,30.9,92.5
Mumbai,2021-05-02 10:36:31.070099,30.9,92.5
Mumbai,2021-05-02 10:36:33.329365,31.0,92.5
Mumbai,2021-05-02 10:36:35.588568,31.0,92.5
Mumbai,2021-05-02 10:36:37.847854,30.9,92.5
Mumbai,2021-05-02 10:36:40.107168,30.9,92.5
Mumbai,2021-05-02 10:36:42.366532,30.9,92.5
Mumbai,2021-05-02 10:36:44.625829,30.9,92.5
Mumbai,2021-05-02 10:36:46.885203,30.9,92.5
Mumbai,2021-05-02 10:36:49.144474,30.9,92.5
Mumbai,2021-05-02 10:36:51.403797,30.9,92.5
Mumbai,2021-05-02 10:36:53.663148,30.9,92.4
Mumbai,2021-05-02 10:36:55.922452,30.9,92.5
Mumbai,2021-05-02 10:36:58.181763,30.9,92.5
Mumbai,2021-05-02 10:37:00.440929,30.9,92.5
Mumbai,2021-05-02 10:37:02.700213,30.9,92.5
Mumbai,2021-05-02 10:37:04.959196,30.9,92.5
Mumbai,2021-05-02 10:37:07.218545,30.9,92.5
Mumbai,2021-05-02 10:37:09.477807,30.9,92.5
Mumbai,2021-05-02 10:37:11.737040,30.9,92.5
Mumbai,2021-05-02 10:37:13.996349,31.0,92.5
Mumbai,2021-05-02 10:37:16.255624,30.9,92.5
Mumbai,2021-05-02 10:37:18.514876,30.9,92.5
Mumbai,2021-05-02 10:37:20.774008,30.9,92.5
Mumbai,2021-05-02 10:37:23.033266,31.0,92.5
Mumbai,2021-05-02 10:37:25.292532,30.9,92.4
Mumbai,2021-05-02 10:37:27.551857,30.9,92.5
Mumbai,2021-05-02 10:37:29.811143,30.9,92.4
Mumbai,2021-05-02 10:37:32.070414,30.9,92.4
Mumbai,2021-05-02 10:37:34.329687,31.0,92.5
Mumbai,2021-05-02 10:37:36.588954,30.9,92.4
Mumbai,2021-05-02 10:37:38.848206,30.9,92.4
Mumbai,2021-05-02 10:37:41.107516,30.9,92.4
Mumbai,2021-05-02 10:37:43.367335,31.0,92.4
Mumbai,2021-05-02 10:37:45.626644,31.0,92.4
Mumbai,2021-05-02 10:37:47.885687,31.0,92.4
Mumbai,2021-05-02 10:37:50.144970,30.9,92.4
Mumbai,2021-05-02 10:37:52.404200,30.9,92.4
Mumbai,2021-05-02 10:37:54.663287,30.9,92.4
Mumbai,2021-05-02 10:37:56.922565,31.0,92.4
Mumbai,2021-05-02 10:37:59.181846,30.9,92.4
Mumbai,2021-05-02 10:38:01.441131,31.0,92.4
Mumbai,2021-05-02 10:38:03.700439,31.0,92.4
Mumbai,2021-05-02 10:38:05.959722,30.9,92.4
Mumbai,2021-05-02 10:38:08.219036,31.0,92.4
Mumbai,2021-05-02 10:38:10.478297,31.0,92.4
Mumbai,2021-05-02 10:38:12.737584,31.0,92.4
Mumbai,2021-05-02 10:38:14.996878,30.9,92.3
Mumbai,2021-05-02 10:38:17.255966,30.9,92.3
Mumbai,2021-05-02 10:38:19.515327,31.0,92.4
Mumbai,2021-05-02 10:38:21.774661,31.0,92.4
Mumbai,2021-05-02 10:38:24.033870,31.0,92.4
Mumbai,2021-05-02 10:38:26.293241,30.9,92.3
Mumbai,2021-05-02 10:38:28.552567,31.0,92.4
Mumbai,2021-05-02 10:38:30.811814,31.0,92.4
Mumbai,2021-05-02 10:38:33.071164,31.0,92.4
Mumbai,2021-05-02 10:38:35.330447,31.0,92.4
Mumbai,2021-05-02 10:38:37.589805,30.9,92.3
Mumbai,2021-05-02 10:38:39.848876,31.0,92.3
Mumbai,2021-05-02 10:38:42.108171,30.9,92.3
Mumbai,2021-05-02 10:38:44.367492,31.0,92.3
Mumbai,2021-05-02 10:38:46.626787,30.9,92.3
Mumbai,2021-05-02 10:38:48.886025,31.0,92.3
Mumbai,2021-05-02 10:38:51.145377,31.0,92.3
Mumbai,2021-05-02 10:38:53.404662,31.0,92.3
Mumbai,2021-05-02 10:38:55.663945,31.0,92.3
Mumbai,2021-05-02 10:38:57.923236,31.0,92.3
Mumbai,2021-05-02 10:39:00.182539,31.0,92.3
Mumbai,2021-05-02 10:39:02.441873,31.0,92.3
Mumbai,2021-05-02 10:39:04.701195,30.9,92.3
Mumbai,2021-05-02 10:39:06.960518,31.0,92.3
Mumbai,2021-05-02 10:39:09.219817,31.0,92.3
Mumbai,2021-05-02 10:39:11.479107,31.0,92.3
Mumbai,2021-05-02 10:39:13.738394,31.0,92.3
Mumbai,2021-05-02 10:39:15.997667,31.0,92.3
Mumbai,2021-05-02 10:39:18.256956,31.0,92.3
Mumbai,2021-05-02 10:39:20.516340,30.9,92.3
Mumbai,2021-05-02 10:39:22.775626,31.0,92.3
Mumbai,2021-05-02 10:39:25.034958,31.0,92.3
Mumbai,2021-05-02 10:39:27.294090,31.0,92.3
Mumbai,2021-05-02 10:39:29.553422,31.0,92.3
Mumbai,2021-05-02 10:39:31.812728,31.0,92.3
Mumbai,2021-05-02 10:39:34.071996,31.0,92.3
Mumbai,2021-05-02 10:39:36.331290,31.0,92.3
Mumbai,2021-05-02 10:39:38.590618,31.0,92.3
Mumbai,2021-05-02 10:39:40.849899,31.0,92.3
Mumbai,2021-05-02 10:39:43.109170,31.0,92.3
Mumbai,2021-05-02 10:39:45.368468,31.0,92.3
Mumbai,2021-05-02 10:39:47.627768,31.0,92.2
Mumbai,2021-05-02 10:39:49.886995,31.0,92.2
Mumbai,2021-05-02 10:39:52.146303,31.0,92.2
Mumbai,2021-05-02 10:39:54.405626,31.0,92.3
Mumbai,2021-05-02 10:39:56.664917,31.0,92.3
Mumbai,2021-05-02 10:39:58.924212,31.0,92.2
Mumbai,2021-05-02 10:40:01.183469,31.0,92.3
Mumbai,2021-05-02 10:40:03.442795,31.0,92.2
Mumbai,2021-05-02 10:40:05.702076,31.0,92.3
Mumbai,2021-05-02 10:40:07.961444,31.0,92.2
Mumbai,2021-05-02 10:40:10.220730,31.0,92.2
Mumbai,2021-05-02 10:40:12.479980,31.0,92.2
Mumbai,2021-05-02 10:40:14.739279,31.0,92.2
Mumbai,2021-05-02 10:40:16.998566,31.0,92.2
Mumbai,2021-05-02 10:40:19.257841,31.0,92.2
Mumbai,2021-05-02 10:40:21.517154,31.0,92.2
Mumbai,2021-05-02 10:40:23.776443,31.0,92.2
Mumbai,2021-05-02 10:40:26.035694,31.0,92.2
Mumbai,2021-05-02 10:40:28.294915,31.0,92.2
Mumbai,2021-05-02 10:40:30.554196,31.0,92.2
Mumbai,2021-05-02 10:40:32.813496,31.0,92.2
Mumbai,2021-05-02 10:40:35.072728,31.0,92.2
Mumbai,2021-05-02 10:40:37.331961,31.0,92.2
Mumbai,2021-05-02 10:40:39.591267,31.0,92.2
Mumbai,2021-05-02 10:40:41.850589,31.0,92.2
Mumbai,2021-05-02 10:40:44.109885,31.0,92.2
Mumbai,2021-05-02 10:40:46.369196,31.0,92.2
Mumbai,2021-05-02 10:40:48.628491,31.0,92.2
Mumbai,2021-05-02 10:40:50.887782,31.0,92.2
Mumbai,2021-05-02 10:40:53.147097,31.0,92.2
Mumbai,2021-05-02 10:40:55.406343,31.0,92.2
Mumbai,2021-05-02 10:40:57.665644,31.0,92.2
Mumbai,2021-05-02 10:40:59.924900,31.0,92.2
Mumbai,2021-05-02 10:41:02.184141,31.0,92.2
Mumbai,2021-05-02 10:41:04.443431,31.0,92.2
Mumbai,2021-05-02 10:41:06.702678,31.0,92.2
Mumbai,2021-05-02 10:41:08.961823,31.0,92.2
Mumbai,2021-05-02 10:41:11.221132,31.0,92.2
Mumbai,2021-05-02 10:41:13.480134,31.0,92.2
Mumbai,2021-05-02 10:41:15.739439,31.0,92.2
Mumbai,2021-05-02 10:41:17.998708,31.0,92.2
Mumbai,2021-05-02 10:41:20.258010,31.0,92.2
Mumbai,2021-05-02 10:41:22.517272,31.0,92.2
Mumbai,2021-05-02 10:41:24.776562,31.0,92.2
Mumbai,2021-05-02 10:41:27.035875,31.0,92.2
Mumbai,2021-05-02 10:41:29.295164,31.0,92.2
Mumbai,2021-05-02 10:41:31.554387,31.0,92.2
Mumbai,2021-05-02 10:41:33.813637,31.0,92.2
Mumbai,2021-05-02 10:41:36.072866,31.0,92.2
Mumbai,2021-05-02 10:41:38.332147,31.0,92.2
Mumbai,2021-05-02 10:41:40.591355,31.0,92.2
Mumbai,2021-05-02 10:41:42.850527,31.0,92.2
Mumbai,2021-05-02 10:41:45.109490,31.0,92.1
Mumbai,2021-05-02 10:41:47.368746,31.0,92.1
Mumbai,2021-05-02 10:41:49.628025,31.0,92.1
Mumbai,2021-05-02 10:41:51.887185,31.0,92.1
Mumbai,2021-05-02 10:41:54.146484,31.0,92.1
Mumbai,2021-05-02 10:41:56.405750,31.0,92.1
Mumbai,2021-05-02 10:41:58.665051,31.0,92.1
Mumbai,2021-05-02 10:42:00.924333,31.0,92.1
Mumbai,2021-05-02 10:42:03.183624,31.0,92.1
Mumbai,2021-05-02 10:42:05.442964,31.0,92.1
Mumbai,2021-05-02 10:42:07.702218,31.0,92.1
Mumbai,2021-05-02 10:42:09.961557,31.0,92.1
Mumbai,2021-05-02 10:42:12.220831,31.0,92.1
Mumbai,2021-05-02 10:42:14.480079,31.0,92.1
Mumbai,2021-05-02 10:42:16.739405,31.0,92.0
Mumbai,2021-05-02 10:42:18.998644,31.0,92.0
Mumbai,2021-05-02 10:42:21.257886,31.0,92.0
Mumbai,2021-05-02 10:42:23.517156,31.0,92.0
Mumbai,2021-05-02 10:42:25.776441,31.0,92.0
Mumbai,2021-05-02 10:42:28.035425,31.0,92.0
Mumbai,2021-05-02 10:42:30.294812,31.0,92.0
Mumbai,2021-05-02 10:42:32.554075,31.0,92.0
Mumbai,2021-05-02 10:42:34.813353,31.0,92.0
Mumbai,2021-05-02 10:42:37.072617,31.0,92.0
Mumbai,2021-05-02 10:42:39.331860,31.0,92.0
Mumbai,2021-05-02 10:42:41.591141,31.0,92.0
Mumbai,2021-05-02 10:42:43.850428,31.0,92.0
Mumbai,2021-05-02 10:42:46.109662,31.0,92.0
Mumbai,2021-05-02 10:42:48.368906,31.0,92.0
Mumbai,2021-05-02 10:42:50.628120,31.0,92.0
Mumbai,2021-05-02 10:42:52.887370,31.0,92.0
Mumbai,2021-05-02 10:42:55.146599,31.0,92.0
Mumbai,2021-05-02 10:42:57.405847,31.0,92.0
Mumbai,2021-05-02 10:42:59.664817,31.0,92.0
Mumbai,2021-05-02 10:43:01.924064,31.0,92.0
Mumbai,2021-05-02 10:43:04.183234,31.0,92.0
Mumbai,2021-05-02 10:43:06.442479,31.0,92.0
Mumbai,2021-05-02 10:43:08.701725,31.0,92.0
Mumbai,2021-05-02 10:43:10.960958,31.0,92.0
Mumbai,2021-05-02 10:43:13.220296,31.0,92.0
Mumbai,2021-05-02 10:43:15.479517,31.0,92.0
Mumbai,2021-05-02 10:43:17.738747,31.0,92.0
Mumbai,2021-05-02 10:43:19.998010,31.0,92.0
Mumbai,2021-05-02 10:43:22.257465,31.0,92.0
Mumbai,2021-05-02 10:43:24.516833,31.0,92.0
Mumbai,2021-05-02 10:43:26.775988,31.0,92.0
Mumbai,2021-05-02 10:43:29.035306,31.0,92.0
Mumbai,2021-05-02 10:43:31.294641,31.0,92.0
Mumbai,2021-05-02 10:43:33.553922,31.0,92.0
Mumbai,2021-05-02 10:43:35.813200,31.1,92.0
Mumbai,2021-05-02 10:43:38.072471,31.0,92.0
Mumbai,2021-05-02 10:43:40.331698,31.0,92.0
Mumbai,2021-05-02 10:43:42.590952,31.0,92.0
Mumbai,2021-05-02 10:43:44.850137,31.0,92.0
Mumbai,2021-05-02 10:43:47.109354,31.1,92.0
Mumbai,2021-05-02 10:43:49.368619,31.0,92.0
Mumbai,2021-05-02 10:43:51.627927,31.0,92.0
Mumbai,2021-05-02 10:43:53.887136,31.0,92.0
Mumbai,2021-05-02 10:43:56.146379,31.0,92.0
Mumbai,2021-05-02 10:43:58.405592,31.0,92.0
Mumbai,2021-05-02 10:44:00.664854,31.0,92.0
Mumbai,2021-05-02 10:44:02.924082,31.0,92.0
Mumbai,2021-05-02 10:44:05.183360,31.0,92.0
Mumbai,2021-05-02 10:44:07.442625,31.0,91.9
Mumbai,2021-05-02 10:44:09.701882,31.0,91.9
Mumbai,2021-05-02 10:44:11.961136,31.0,91.9
Mumbai,2021-05-02 10:44:14.220420,31.0,91.9
Mumbai,2021-05-02 10:44:16.479741,31.0,91.9
Mumbai,2021-05-02 10:44:18.739050,31.0,91.9
Mumbai,2021-05-02 10:44:20.998315,31.0,91.9
Mumbai,2021-05-02 10:44:23.257504,31.0,91.9
Mumbai,2021-05-02 10:44:25.516731,31.0,91.9
Mumbai,2021-05-02 10:44:27.774508,31.0,91.9
Mumbai,2021-05-02 10:44:30.032353,31.0,91.9
Mumbai,2021-05-02 10:44:32.290164,31.1,92.0
Mumbai,2021-05-02 10:44:34.547929,31.0,91.9
Mumbai,2021-05-02 10:44:36.806323,31.0,91.9
Mumbai,2021-05-02 10:44:39.064134,31.0,91.9
Mumbai,2021-05-02 10:44:41.321943,31.1,92.0
Mumbai,2021-05-02 10:44:43.579694,31.0,91.9
Mumbai,2021-05-02 10:44:45.837452,31.0,91.9
Mumbai,2021-05-02 10:44:48.095221,31.0,91.9
Mumbai,2021-05-02 10:44:50.352971,31.0,91.9
Mumbai,2021-05-02 10:44:52.610739,31.0,91.9
Mumbai,2021-05-02 10:44:54.868468,31.0,91.9
Mumbai,2021-05-02 10:44:57.126200,31.0,91.9
Mumbai,2021-05-02 10:44:59.383973,31.1,91.9
Mumbai,2021-05-02 10:45:01.641773,31.1,91.9
Mumbai,2021-05-02 10:45:03.899579,31.0,91.9
Mumbai,2021-05-02 10:45:06.157353,31.1,91.9
Mumbai,2021-05-02 10:45:08.415108,31.0,91.9
Mumbai,2021-05-02 10:45:10.672892,31.1,91.9
Mumbai,2021-05-02 10:45:12.930685,31.0,91.9
Mumbai,2021-05-02 10:45:15.188437,31.1,91.9
Mumbai,2021-05-02 10:45:17.446186,31.0,91.9
Mumbai,2021-05-02 10:45:19.703981,31.0,91.8
Mumbai,2021-05-02 10:45:21.961650,31.0,91.8
Mumbai,2021-05-02 10:45:24.219418,31.0,91.8
Mumbai,2021-05-02 10:45:26.477185,31.1,91.9
Mumbai,2021-05-02 10:45:28.734973,31.1,91.9
Mumbai,2021-05-02 10:45:30.992898,31.1,91.9
Mumbai,2021-05-02 10:45:33.250722,31.0,91.9
Mumbai,2021-05-02 10:45:35.508518,31.1,91.9
Mumbai,2021-05-02 10:45:37.766261,31.0,91.9
Mumbai,2021-05-02 10:45:40.024076,31.1,91.9
Mumbai,2021-05-02 10:45:42.281830,31.1,91.9
Mumbai,2021-05-02 10:45:44.539588,31.1,91.9
Mumbai,2021-05-02 10:45:46.797391,31.0,91.9
Mumbai,2021-05-02 10:45:49.055121,31.0,91.9
Mumbai,2021-05-02 10:45:51.312916,31.1,91.9
Mumbai,2021-05-02 10:45:53.570729,31.1,91.9
Mumbai,2021-05-02 10:45:55.828526,31.1,91.9
Mumbai,2021-05-02 10:45:58.086282,31.1,91.9
Mumbai,2021-05-02 10:46:00.344071,31.1,91.9
Mumbai,2021-05-02 10:46:02.601872,31.1,91.9
Mumbai,2021-05-02 10:46:04.859641,31.1,91.9
Mumbai,2021-05-02 10:46:07.117432,31.1,91.9
Mumbai,2021-05-02 10:46:09.375162,31.1,91.9
Mumbai,2021-05-02 10:46:11.632984,31.0,91.9
Mumbai,2021-05-02 10:46:13.890764,31.1,91.9
Mumbai,2021-05-02 10:46:16.148521,31.0,91.9
Mumbai,2021-05-02 10:46:18.406261,31.1,91.9
Mumbai,2021-05-02 10:46:20.664021,31.1,91.9
Mumbai,2021-05-02 10:46:22.921814,31.1,91.9
Mumbai,2021-05-02 10:46:25.179551,31.1,91.9
Mumbai,2021-05-02 10:46:27.437304,31.1,91.9
Mumbai,2021-05-02 10:46:29.695095,31.1,91.9
Mumbai,2021-05-02 10:46:31.952887,31.1,91.9
Mumbai,2021-05-02 10:46:34.210689,31.1,91.9
Mumbai,2021-05-02 10:46:36.468435,31.1,91.9
Mumbai,2021-05-02 10:46:38.726166,31.1,91.9
Mumbai,2021-05-02 10:46:40.983929,31.1,91.9
Mumbai,2021-05-02 10:46:43.241676,31.1,91.9
Mumbai,2021-05-02 10:46:45.499453,31.1,91.9
Mumbai,2021-05-02 10:46:47.757216,31.0,91.8
Mumbai,2021-05-02 10:46:50.015021,31.1,91.9
Mumbai,2021-05-02 10:46:52.272818,31.1,91.9
Mumbai,2021-05-02 10:46:54.530608,31.1,91.8
Mumbai,2021-05-02 10:46:56.788398,31.1,91.8
Mumbai,2021-05-02 10:46:59.046136,31.0,91.8
Mumbai,2021-05-02 10:47:01.303914,31.1,91.8
Mumbai,2021-05-02 10:47:03.561718,31.1,91.8
Mumbai,2021-05-02 10:47:05.819542,31.1,91.8
Mumbai,2021-05-02 10:47:08.077285,31.1,91.8
Mumbai,2021-05-02 10:47:10.335082,31.1,91.8
Mumbai,2021-05-02 10:47:12.592891,31.1,91.8
Mumbai,2021-05-02 10:47:14.850677,31.1,91.8
Mumbai,2021-05-02 10:47:17.108450,31.1,91.9
Mumbai,2021-05-02 10:47:19.366197,31.1,91.9
Mumbai,2021-05-02 10:47:21.624028,31.1,91.8
Mumbai,2021-05-02 10:47:23.881832,31.1,91.9
Mumbai,2021-05-02 10:47:26.139664,31.1,91.8
Mumbai,2021-05-02 10:47:28.397430,31.1,91.8
Mumbai,2021-05-02 10:47:30.655186,31.1,91.8
Mumbai,2021-05-02 10:47:32.912946,31.1,91.8
Mumbai,2021-05-02 10:47:35.170721,31.1,91.8
Mumbai,2021-05-02 10:47:37.428543,31.1,91.8
Mumbai,2021-05-02 10:47:39.686292,31.1,91.8
